document_id,url,doc_type,source_file,qualifies,reason,generic_authority_matches,specific_authority_matches,vesting_clauses
42,https://www.presidency.ucsb.edu/documents/executive-order-14377-addressing-state-and-local-failures-rebuild-los-angeles-after,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
45,https://www.presidency.ucsb.edu/documents/executive-order-14374-establishing-second-emergency-board-investigate-disputes-between-the,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States""}]","[{""rule"": ""legal_section"", ""text"": ""section 9""}]","[""by the authority vested in me as President by the Constitution and the laws of the United States, including section 9A of the RLA,""]"
46,https://www.presidency.ucsb.edu/documents/executive-order-14373-safeguarding-venezuelan-oil-revenue-for-the-good-the-american-and,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.) (NEA), and section 301 of title 3, United States Code,""]"
47,https://www.presidency.ucsb.edu/documents/executive-order-14372-prioritizing-the-warfighter-defense-contracting,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
48,https://www.presidency.ucsb.edu/documents/executive-order-14368-adjustments-certain-rates-pay,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
49,https://www.presidency.ucsb.edu/documents/executive-order-14369-ensuring-american-space-superiority,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
50,https://www.presidency.ucsb.edu/documents/executive-order-14370-increasing-medical-marijuana-and-cannabidiol-research,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
51,https://www.presidency.ucsb.edu/documents/executive-order-14371-providing-for-the-closing-executive-departments-and-agencies-the,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
52,https://www.presidency.ucsb.edu/documents/executive-order-14367-designating-fentanyl-weapon-mass-destruction,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
53,https://www.presidency.ucsb.edu/documents/executive-order-14366-protecting-american-investors-from-foreign-owned-and-politically,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
54,https://www.presidency.ucsb.edu/documents/executive-order-14365-ensuring-national-policy-framework-for-artificial-intelligence,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
55,https://www.presidency.ucsb.edu/documents/executive-order-14364-addressing-security-risks-from-price-fixing-and-anti-competitive,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
56,https://www.presidency.ucsb.edu/documents/executive-order-14362-designation-certain-muslim-brotherhood-chapters-foreign-terrorist,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""8 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""named_act"", ""text"": ""Nationality Act""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Immigration and Nationality Act (8 U.S.C. 1101 et seq.) (INA), and the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA),""]"
57,https://www.presidency.ucsb.edu/documents/executive-order-14363-launching-the-genesis-mission,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
58,https://www.presidency.ucsb.edu/documents/executive-order-14361-modifying-the-scope-tariffs-the-government-brazil,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""19 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the Trade Act of 1974""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.), section 604 of the Trade Act of 1974, as amended (19 U.S.C. 2483), and section 301 of title 3, United States Code,""]"
61,https://www.presidency.ucsb.edu/documents/executive-order-14357-modifying-duties-addressing-the-synthetic-opioid-supply-chain-the,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""19 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the Trade Act of 1974""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.), section 604 of the Trade Act of 1974, as amended (19 U.S.C. 2483), and section 301 of title 3, United States Code,""]"
62,https://www.presidency.ucsb.edu/documents/executive-order-14358-modifying-reciprocal-tariff-rates-consistent-with-the-economic-and,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""19 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the Trade Act of 1974""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.), section 604 of the Trade Act of 1974, as amended (19 U.S.C. 2483), and section 301 of title 3, United States Code,""]"
63,https://www.presidency.ucsb.edu/documents/executive-order-14356-ensuring-continued-accountability-federal-hiring,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
64,https://www.presidency.ucsb.edu/documents/executive-order-14355-unlocking-cures-for-pediatric-cancer-with-artificial-intelligence,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
65,https://www.presidency.ucsb.edu/documents/executive-order-14354-continuance-certain-federal-advisory-committees,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_title"", ""text"": ""title 5""}, {""rule"": ""legal_chapter"", ""text"": ""chapter 10""}, {""rule"": ""named_act"", ""text"": ""the Federal Advisory Committee Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and consistent with chapter 10 of title 5, United States Code (commonly known as the Federal Advisory Committee Act),""]"
66,https://www.presidency.ucsb.edu/documents/executive-order-14353-assuring-the-security-the-state-qatar,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America, and in recognition of the enduring alliance between the United States and the State of Qatar,""]"
67,https://www.presidency.ucsb.edu/documents/executive-order-14352-saving-tiktok-while-protecting-national-security,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
68,https://www.presidency.ucsb.edu/documents/executive-order-14351-the-gold-card,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
69,https://www.presidency.ucsb.edu/documents/executive-order-14349-establishing-emergency-board-investigate-disputes-between-the-long,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""legal_section"", ""text"": ""section 9""}]","[""by the authority vested in me as President by the Constitution and the laws of the United States of America, including section 9A of the RLA,""]"
70,https://www.presidency.ucsb.edu/documents/executive-order-14350-further-extending-the-tiktok-enforcement-delay,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
71,https://www.presidency.ucsb.edu/documents/executive-order-14348-strengthening-efforts-protect-us-nationals-from-wrongful-detention,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""22 U.S.C.""}, {""rule"": ""named_act"", ""text"": ""Hostage-Taking Accountability Act""}, {""rule"": ""named_act"", ""text"": ""Levinson Act""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Robert Levinson Hostage Recovery and Hostage-Taking Accountability Act (22 U.S.C. 1741 et seq.) (Levinson Act),""]"
72,https://www.presidency.ucsb.edu/documents/executive-order-14346-modifying-the-scope-reciprocal-tariffs-and-establishing-procedures,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""19 U.S.C.""}, {""rule"": ""usc"", ""text"": ""19 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the Trade Expansion Act of 1962""}, {""rule"": ""named_act"", ""text"": ""the Trade Act of 1974""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.), section 232 of the Trade Expansion Act of 1962, as amended (19 U.S.C. 1862) (section 232), section 604 of the Trade Act of 1974, as amended (19 U.S.C. 2483), and section 301 of title 3, United States Code,""]"
73,https://www.presidency.ucsb.edu/documents/executive-order-14347-restoring-the-united-states-department-war,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
74,https://www.presidency.ucsb.edu/documents/executive-order-14345-implementing-the-united-states-japan-agreement,executive_order,4_28_2026_build_dev.csv,false,specific authority cited,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]","[{""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""50 U.S.C.""}, {""rule"": ""usc"", ""text"": ""19 U.S.C.""}, {""rule"": ""usc"", ""text"": ""19 U.S.C.""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 2""}, {""rule"": ""legal_section"", ""text"": ""section 6""}, {""rule"": ""legal_section"", ""text"": ""section 3""}, {""rule"": ""legal_title"", ""text"": ""title 3""}, {""rule"": ""named_act"", ""text"": ""the International Emergency Economic Powers Act""}, {""rule"": ""named_act"", ""text"": ""the National Emergencies Act""}, {""rule"": ""named_act"", ""text"": ""the Trade Expansion Act of 1962""}, {""rule"": ""named_act"", ""text"": ""the Trade Act of 1974""}]","[""By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA), the National Emergencies Act (50 U.S.C. 1601 et seq.), section 232 of the Trade Expansion Act of 1962, as amended (19 U.S.C. 1862) (section 232), section 604 of the Trade Act of 1974, as amended (19 U.S.C. 2483), and section 301 of title 3, United States Code,""]"
77,https://www.presidency.ucsb.edu/documents/executive-order-14341-prosecuting-burning-the-american-flag,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
80,https://www.presidency.ucsb.edu/documents/executive-order-14342-taking-steps-end-cashless-bail-protect-americans,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
81,https://www.presidency.ucsb.edu/documents/executive-order-14338-improving-our-nation-through-better-design,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
82,https://www.presidency.ucsb.edu/documents/executive-order-14335-enabling-competition-the-commercial-space-industry,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
83,https://www.presidency.ucsb.edu/documents/executive-order-14337-revocation-executive-order-competition,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
84,https://www.presidency.ucsb.edu/documents/executive-order-14336-ensuring-american-pharmaceutical-supply-chain-resilience-filling-the,executive_order,4_28_2026_build_dev.csv,true,generic authority only,"[{""rule"": ""constitution"", ""text"": ""the Constitution""}, {""rule"": ""laws_of_united_states"", ""text"": ""the laws of the United States of America""}]",[],"[""By the authority vested in me as President by the Constitution and the laws of the United States of America,""]"
