child_id,parent_id,document_type,child_date,parent_date,document_embedding_score,document_embedding_rank,operative_embedding_score,operative_embedding_rank,operative_alignments,same_ordering_phrase,same_ordering_phrase_rank,same_ordering_phrase_alignments,segment_word_trigram_tfidf_score,segment_word_trigram_rank,segment_word_trigram_alignments,segment_text_reuse_words,segment_text_reuse_rank,segment_text_reuse_alignments,rrf_k,rrf_score,rrf_rank,selected_top_10,qwen_full_operative_score,qwen_full_operative_rank,qwen_full_model_calls,qwen_matched_pairs_score,qwen_matched_pairs_rank,qwen_matched_pair_limit,qwen_matched_model_calls
2,9063,memorandum,"January 15, 2021","May 24, 2018",0.5791825652122498,3,0.4614126533269882,9,"[[1, 3, 0.5836631655693054], [6, 3, 0.5309788584709167], [1, 2, 0.5286104083061218], [2, 2, 0.4856276512145996], [6, 0, 0.4820888936519623], [3, 2, 0.4534481167793274], [0, 1, 0.3587452471256256], [4, 2, 0.33691176772117615], [5, 2, 0.292463481426239]]",True,1,"[[6, 3, [""shall provide""]]]",0.08515589624471587,1,"[[1, 3, 0.12044679083497319], [6, 2, 0.07567546696923232], [6, 0, 0.0593454309299421]]",19.0,1,"[[6, 0, 27.0], [6, 2, 20.0], [1, 3, 10.0]]",20,0.1297208538587849,1,True,0.0035380860790610313,3,1,0.029579601250588894,2,8,2
2,8908,memorandum,"January 15, 2021","December 09, 2020",0.7740744948387146,1,0.49796758592128754,4,"[[6, 1, 0.6959154605865479], [6, 2, 0.6015520095825195], [1, 1, 0.5951521992683411], [6, 0, 0.5722635984420776], [6, 3, 0.5557165145874023], [6, 5, 0.5466837286949158], [6, 4, 0.5263699293136597], [2, 0, 0.40604472160339355], [3, 4, 0.3798869848251343], [4, 4, 0.32285046577453613], [5, 4, 0.3073141276836395], [0, 5, 0.1827974170446396]]",True,1,"[[4, 3, [""shall determine""]], [6, 5, [""shall provide""]]]",0.04597143567832218,2,"[[1, 1, 0.05821680448646051], [1, 0, 0.04004225894330523], [6, 2, 0.039655243605200806]]",3.3333333333333335,5,"[[6, 2, 10.0], [6, 4, 0.0], [6, 5, 0.0]]",20,0.12712121212121213,2,True,0.427657812833786,1,2,0.7347689867019653,1,8,18
2,9862,memorandum,"January 15, 2021","November 29, 2004",0.5221704244613647,11,0.46661949157714844,7,"[[1, 0, 0.5320432782173157], [1, 4, 0.5318272113800049], [1, 8, 0.5089162588119507], [1, 7, 0.5068491697311401], [2, 4, 0.4950016736984253], [6, 4, 0.4833050072193146], [1, 11, 0.48130571842193604], [1, 2, 0.47932472825050354], [1, 3, 0.47451427578926086], [1, 6, 0.46578091382980347], [1, 5, 0.4624880850315094], [3, 0, 0.4611086845397949], [4, 2, 0.4592427611351013], [1, 9, 0.4559508264064789], [6, 10, 0.4526407718658447], [4, 1, 0.4333353042602539], [5, 12, 0.39426133036613464], [0, 4, 0.3804280757904053]]",True,1,"[[6, 2, [""shall provide""]], [6, 4, [""shall provide""]], [6, 5, [""shall provide""]], [6, 9, [""shall provide""]], [6, 10, [""shall provide""]]]",0.03759985216727568,3,"[[6, 6, 0.04555849033246773], [1, 10, 0.03656085823241518], [1, 6, 0.030680207936944155]]",6.666666666666667,2,"[[1, 6, 10.0], [1, 10, 10.0], [6, 12, 0.0]]",20,0.1259698433611477,3,True,0.0020190137438476086,5,1,0.0006124326318968087,9,8,2
2,9135,memorandum,"January 15, 2021","January 28, 2017",0.5053974390029907,19,0.5051268339157104,2,"[[1, 8, 0.5510972142219543], [3, 9, 0.538982629776001], [1, 0, 0.529796302318573], [1, 7, 0.5294625759124756], [2, 9, 0.5253095626831055], [3, 5, 0.5124484300613403], [1, 6, 0.5007597208023071], [2, 4, 0.5003127455711365], [1, 3, 0.480124831199646], [5, 9, 0.47733044624328613], [3, 1, 0.47514230012893677], [6, 8, 0.47511026263237], [4, 9, 0.47306784987449646], [3, 2, 0.47095948457717896], [0, 4, 0.4685172140598297]]",True,1,"[[4, 2, [""shall determine""]], [4, 4, [""shall determine""]], [5, 1, [""shall perform""]], [6, 8, [""shall provide""]]]",0.03374060743651777,5,"[[4, 4, 0.04633161020012012], [1, 3, 0.03143120149912417], [4, 2, 0.02345901061030903]]",0.0,6,"[[6, 7, 0.0], [6, 8, 0.0], [6, 9, 0.0]]",20,0.12391608391608391,4,True,0.0012943679466843605,7,1,0.005598248448222876,3,8,1
2,9060,memorandum,"January 15, 2021","June 18, 2018",0.68773353099823,2,0.5136015713214874,1,"[[6, 5, 0.6209390759468079], [1, 5, 0.5858590602874756], [6, 3, 0.5611749291419983], [1, 0, 0.555425763130188], [1, 1, 0.5525118112564087], [6, 4, 0.5358827114105225], [2, 5, 0.5282964110374451], [3, 5, 0.4678901731967926], [6, 2, 0.4475582540035248], [5, 2, 0.4312331974506378], [4, 2, 0.3997606039047241], [0, 2, 0.33736875653266907]]",False,2,[],0.027246946993790985,7,"[[6, 3, 0.03459832934846196], [6, 5, 0.025893622220214425], [6, 4, 0.021248889412696564]]",0.0,6,"[[6, 3, 0.0], [6, 4, 0.0], [6, 5, 0.0]]",20,0.12311762311762312,5,True,0.010328153148293495,2,1,0.0022687650052830577,5,8,3
2,10275,memorandum,"January 15, 2021","May 19, 1999",0.5232725143432617,10,0.4522703289985657,12,"[[6, 0, 0.5060828328132629], [1, 0, 0.502321720123291], [2, 0, 0.4938823878765106], [1, 1, 0.4775394797325134], [3, 0, 0.45433080196380615], [2, 2, 0.4253108501434326], [5, 2, 0.39349856972694397], [4, 0, 0.36317500472068787], [0, 1, 0.33098241686820984]]",False,2,[],0.03534213823517234,4,"[[6, 0, 0.07396152496830613], [1, 0, 0.025054560040793428], [6, 2, 0.007010329696417457]]",6.666666666666667,2,"[[6, 0, 20.0], [6, 1, 0.0], [6, 2, 0.0]]",20,0.11837121212121213,6,True,0.0020190137438476086,6,1,0.0009850083151832223,6,8,1
2,9025,memorandum,"January 15, 2021","February 19, 2019",0.5538107752799988,5,0.49899281561374664,3,"[[1, 6, 0.6360857486724854], [6, 4, 0.548487663269043], [3, 6, 0.5409242510795593], [2, 6, 0.5199201703071594], [1, 1, 0.4985959529876709], [1, 3, 0.4951576590538025], [1, 5, 0.46028953790664673], [1, 0, 0.4586748480796814], [1, 2, 0.449312299489975], [4, 6, 0.4305403232574463], [5, 6, 0.3978385925292969], [0, 6, 0.3654990494251251]]",True,1,"[[6, 5, [""shall provide""]]]",0.02657327864260728,9,"[[1, 6, 0.032704882330779304], [6, 6, 0.024020120405597475], [6, 1, 0.022994833191445064]]",0.0,6,"[[6, 4, 0.0], [6, 5, 0.0], [6, 6, 0.0]]",20,0.11642255795179333,7,True,0.0003799845289904624,10,1,0.000766322627896443,7,8,2
2,9128,memorandum,"January 15, 2021","April 04, 2017",0.5065338015556335,18,0.494223415851593,5,"[[1, 7, 0.5510972142219543], [3, 8, 0.5309752225875854], [1, 6, 0.5294625759124756], [2, 8, 0.5155048370361328], [3, 4, 0.5086089372634888], [1, 0, 0.5059934258460999], [1, 5, 0.5007597208023071], [3, 1, 0.48002636432647705], [5, 8, 0.4760223627090454], [6, 7, 0.47511026263237], [3, 3, 0.46263450384140015], [1, 2, 0.45827293395996094], [4, 8, 0.4538978040218353], [1, 9, 0.4512863755226135], [0, 4, 0.4311380088329315]]",True,1,"[[4, 1, [""shall determine""]], [4, 3, [""shall determine""]], [6, 7, [""shall provide""]]]",0.02690802001234933,8,"[[1, 2, 0.028608115655309338], [4, 1, 0.026590426376789482], [4, 3, 0.025525518004949177]]",0.0,6,"[[6, 7, 0.0], [6, 8, 0.0], [6, 9, 0.0]]",20,0.11417582417582417,8,True,0.0025509123224765062,4,1,0.004007288720458746,4,8,1
2,8994,memorandum,"January 15, 2021","August 20, 2019",0.5599616169929504,4,0.4565165489912033,10,"[[6, 15, 0.5423640608787537], [1, 3, 0.5309810042381287], [1, 9, 0.5182112455368042], [1, 2, 0.5156330466270447], [6, 1, 0.5153534412384033], [6, 0, 0.5036924481391907], [1, 11, 0.49954983592033386], [6, 7, 0.4916670024394989], [6, 14, 0.4857518672943115], [6, 5, 0.47411584854125977], [1, 8, 0.4655207097530365], [6, 12, 0.46379318833351135], [2, 3, 0.45634016394615173], [6, 4, 0.45028963685035706], [3, 8, 0.44462212920188904], [6, 13, 0.44032031297683716], [6, 10, 0.4029303789138794], [1, 6, 0.3986021876335144], [4, 6, 0.37151777744293213], [5, 15, 0.3451606333255768], [0, 14, 0.33203113079071045]]",True,1,"[[2, 3, [""shall seek""]], [2, 4, [""shall seek""]], [6, 13, [""shall provide""]], [6, 14, [""shall provide""]], [6, 15, [""shall provide""]]]",0.028550194402768746,6,"[[6, 10, 0.034364304639008206], [6, 11, 0.026691036022967348], [6, 5, 0.02459524254633068]]",3.6666666666666665,4,"[[6, 5, 11.0], [6, 13, 0.0], [6, 15, 0.0]]",20,0.11346153846153846,9,True,0.0005316133028827608,9,1,0.0006214066088432446,8,8,4
2,11181,memorandum,"January 15, 2021","October 27, 1986",0.49200239777565,22,0.4775536507368088,6,"[[2, 2, 0.5138489007949829], [5, 2, 0.49720466136932373], [3, 2, 0.49667230248451233], [6, 1, 0.49348029494285583], [4, 2, 0.47225385904312134], [5, 3, 0.4666111469268799], [6, 0, 0.4504352807998657], [1, 3, 0.44323980808258057], [0, 2, 0.40139394998550415]]",False,2,[],0.022914221650136693,15,"[[6, 1, 0.03698950217452921], [6, 0, 0.016159821532681442], [6, 3, 0.015593341243199426]]",0.0,6,"[[6, 1, 0.0], [6, 2, 0.0], [6, 3, 0.0]]",20,0.1054945054945055,10,True,0.000693242356646806,8,1,0.0003258223587181419,10,8,2
4,20,memorandum,"July 26, 2016","December 17, 2003",0.541607677936554,1,0.5340214967727661,1,"[[15, 8, 0.6256944537162781], [16, 2, 0.604942798614502], [3, 13, 0.6031981706619263], [16, 4, 0.5976980924606323], [14, 13, 0.5927987098693848], [14, 12, 0.5836306810379028], [15, 11, 0.56447833776474], [16, 3, 0.5528901815414429], [16, 0, 0.5524901747703552], [11, 13, 0.5498993396759033], [0, 2, 0.546062707901001], [15, 6, 0.5409230589866638], [6, 13, 0.5337707996368408], [1, 8, 0.5304460525512695], [16, 10, 0.5259132981300354], [2, 2, 0.5255939364433289], [13, 13, 0.5088707804679871], [15, 1, 0.5053791999816895], [10, 1, 0.4990904629230499], [7, 4, 0.4893380403518677], [8, 4, 0.4885184168815613], [15, 5, 0.472732275724411], [15, 9, 0.46790313720703125], [12, 12, 0.46483778953552246], [5, 10, 0.457565575838089], [9, 13, 0.45527324080467224], [4, 2, 0.4545242488384247], [1, 7, 0.400260329246521]]",True,1,"[[1, 9, [""shall provide""]], [2, 9, [""shall provide""]], [6, 8, [""shall develop""]], [6, 11, [""shall develop""]], [10, 1, [""shall coordinate""]], [10, 2, [""shall coordinate""]], [13, 13, [""shall submit""]], [14, 13, [""shall submit""]]]",0.09042706525995348,2,"[[3, 13, 0.10296912300184113], [14, 13, 0.1008461394562115], [3, 12, 0.06746593332180777]]",0.0,3,"[[16, 11, 0.0], [16, 12, 0.0], [16, 13, 0.0]]",20,0.13655185394315827,1,True,0.08151975274085999,3,1,0.9124361872673035,1,8,1
4,15,memorandum,"July 26, 2016","May 04, 2007",0.5088268518447876,3,0.5190490186214447,2,"[[15, 3, 0.6247350573539734], [14, 3, 0.6030663847923279], [16, 4, 0.5875023603439331], [1, 9, 0.5852357149124146], [13, 3, 0.5500530004501343], [3, 3, 0.544761061668396], [15, 7, 0.5433909893035889], [2, 3, 0.5252299904823303], [15, 6, 0.516353189945221], [7, 4, 0.51634681224823], [8, 4, 0.5127995610237122], [3, 1, 0.5086721181869507], [1, 2, 0.4993200898170471], [4, 4, 0.48813387751579285], [0, 4, 0.4876762628555298], [10, 3, 0.48644113540649414], [9, 9, 0.478898823261261], [15, 5, 0.47651582956314087], [11, 3, 0.4695124328136444], [5, 3, 0.4672045111656189], [12, 3, 0.4656764268875122], [3, 0, 0.4632837176322937], [15, 10, 0.4541727900505066], [6, 3, 0.45064809918403625], [3, 8, 0.43735867738723755]]",True,1,"[[1, 7, [""shall provide""]], [2, 7, [""shall provide""]], [4, 4, [""shall ensure""]], [4, 9, [""shall ensure""]], [10, 1, [""shall coordinate""]], [10, 5, [""shall coordinate""]], [15, 4, [""shall ensure""]], [15, 9, [""shall ensure""]]]",0.08007748217870869,4,"[[3, 0, 0.09320007640113998], [14, 0, 0.09127850784852148], [15, 3, 0.05575386228646463]]",10.0,2,"[[0, 0, 10.0], [13, 0, 10.0], [14, 0, 10.0]]",20,0.13257575757575757,2,True,0.0019117692718282342,5,1,0.027585284784436226,3,8,1
4,23,memorandum,"July 26, 2016","February 28, 2003",0.5410058498382568,2,0.509277731180191,3,"[[2, 1, 0.5670003294944763], [16, 1, 0.5520744919776917], [14, 7, 0.5476447343826294], [15, 7, 0.5454051494598389], [1, 9, 0.5386537313461304], [3, 13, 0.5345832109451294], [14, 10, 0.523459255695343], [2, 6, 0.521875262260437], [3, 14, 0.5215213298797607], [15, 17, 0.5206751227378845], [12, 6, 0.5154911875724792], [14, 8, 0.5151349306106567], [7, 2, 0.5111503601074219], [16, 3, 0.5094349980354309], [5, 1, 0.5083560943603516], [8, 1, 0.504295825958252], [1, 11, 0.5017130970954895], [0, 1, 0.49950891733169556], [2, 0, 0.4993523359298706], [15, 15, 0.49307897686958313], [9, 13, 0.49288296699523926], [15, 4, 0.48761725425720215], [15, 5, 0.4874925911426544], [15, 16, 0.48536279797554016], [15, 12, 0.4751308858394623], [11, 11, 0.46921437978744507], [13, 3, 0.46405887603759766], [4, 1, 0.4546321928501129], [6, 10, 0.44637539982795715], [10, 2, 0.4366166591644287]]",True,1,"[[1, 5, [""shall provide""]], [1, 9, [""shall provide""]], [2, 5, [""shall provide""]], [2, 9, [""shall provide""]], [4, 4, [""shall ensure""]], [6, 6, [""shall develop""]], [6, 7, [""shall develop""]], [6, 12, [""shall develop""]], [10, 1, [""shall coordinate""]], [11, 11, [""shall make""]], [15, 4, [""shall ensure""]]]",0.08759061640514326,3,"[[3, 3, 0.09583016130247864], [14, 3, 0.09385436652352769], [16, 5, 0.07308732138942348]]",0.0,3,"[[0, 0, 0.0], [16, 16, 0.0], [16, 17, 0.0]]",20,0.13043478260869565,3,True,0.10521053522825241,1,1,0.0037362207658588886,5,8,1
4,26,memorandum,"July 26, 2016","October 29, 2001",0.44698280096054077,6,0.4773978143930435,9,"[[15, 5, 0.5443487167358398], [15, 10, 0.5296721458435059], [15, 6, 0.5278770923614502], [15, 0, 0.5174320340156555], [15, 9, 0.5134420394897461], [3, 5, 0.5125319361686707], [16, 7, 0.5006201863288879], [15, 1, 0.49415600299835205], [15, 3, 0.4931739866733551], [7, 7, 0.4927119016647339], [9, 10, 0.48678863048553467], [13, 7, 0.48243024945259094], [14, 10, 0.48153287172317505], [1, 8, 0.47158533334732056], [8, 7, 0.46554720401763916], [0, 10, 0.45605018734931946], [6, 5, 0.4531444311141968], [10, 7, 0.43791598081588745], [5, 7, 0.432809054851532], [4, 10, 0.4292846918106079], [15, 2, 0.4186912477016449], [11, 7, 0.41589733958244324], [2, 10, 0.4037351906299591], [15, 4, 0.4025135040283203], [12, 8, 0.398254930973053]]",True,1,"[[1, 8, [""shall provide""]], [2, 8, [""shall provide""]], [4, 0, [""shall ensure""]], [4, 2, [""shall ensure""]], [4, 5, [""shall ensure""]], [10, 6, [""shall coordinate""]], [10, 7, [""shall coordinate""]], [15, 0, [""shall ensure""]], [15, 2, [""shall ensure""]], [15, 5, [""shall ensure""]]]",0.0906070919656643,1,"[[14, 1, 0.09478829098744819], [14, 0, 0.09021790542912232], [3, 1, 0.08681507948042241]]",0.0,3,"[[16, 8, 0.0], [16, 9, 0.0], [16, 10, 0.0]]",20,0.12558006710930247,4,True,0.0832919329404831,2,1,0.06608537584543228,2,8,1
4,21,memorandum,"July 26, 2016","December 17, 2003",0.44891077280044556,5,0.5086615234613419,4,"[[15, 8, 0.612736701965332], [1, 3, 0.5974867343902588], [1, 1, 0.5923095941543579], [16, 3, 0.5454524159431458], [11, 4, 0.5339072346687317], [15, 5, 0.5332313776016235], [8, 3, 0.5319731831550598], [14, 8, 0.5195274949073792], [12, 5, 0.5135807991027832], [12, 6, 0.49550336599349976], [16, 7, 0.49403515458106995], [14, 9, 0.48232144117355347], [7, 1, 0.4737406075000763], [10, 8, 0.4736138582229614], [16, 0, 0.46892687678337097], [4, 7, 0.4666128158569336], [13, 8, 0.4555628299713135], [6, 8, 0.4543396830558777], [2, 1, 0.45239776372909546], [3, 3, 0.4484216570854187], [8, 2, 0.4429793059825897], [5, 8, 0.43404990434646606], [0, 7, 0.42975035309791565], [9, 4, 0.42049381136894226]]",True,1,"[[1, 9, [""shall provide""]], [2, 9, [""shall provide""]], [6, 0, [""shall develop""]], [6, 6, [""shall develop""]], [6, 7, [""shall develop""]], [6, 8, [""shall develop""]], [10, 1, [""shall coordinate""]], [10, 3, [""shall coordinate""]]]",0.039771560802982664,9,"[[16, 6, 0.040049637496512414], [3, 9, 0.04004534332169966], [14, 9, 0.03921970159073592]]",0.0,3,"[[16, 7, 0.0], [16, 8, 0.0], [16, 9, 0.0]]",20,0.11962768615692154,5,True,0.0008426422718912363,7,1,0.0011073390487581491,8,8,1
