case_id,child_id,assigned_family,decision,sol_rank,candidate_label,parent_id,retrieval_sources,word5_score,word5_rank,word10_score,word10_rank,bm25_score,bm25_rank,function_score,function_rank,rrf_score,rrf_rank
SHC015,4809,ieepa_action,candidate,1,C11,4895,function,0.23055362701416016,10,0.049322277307510376,31,101.33492542016886,19,0.762738049030304,4,0.05355795312282654,12
SHC015,4809,ieepa_action,candidate,2,C06,5004,function|word10|word5,0.2589871883392334,3,0.10970514267683029,3,101.55654834775898,17,0.8035047650337219,1,0.06112648735599555,2
SHC015,4809,ieepa_action,candidate,3,C12,4933,bm25|word10|word5,0.2782469391822815,1,0.11080373823642731,2,133.22073330158088,1,0.73507159948349,10,0.06320163178968044,1
SHC016,5607,ieepa_action,candidate,1,C07,1495,word10|word5,0.052876174449920654,3,0.0238934438675642,3,210.61172939690434,10,0.5885144472122192,173,0.05032359152530826,5
SHC016,5607,ieepa_action,candidate,2,C10,1689,bm25|word10|word5,0.050694581121206284,4,0.01700393669307232,4,241.57626239078928,3,0.5153093338012695,816,0.0482645683844314,6
SHC016,5607,ieepa_action,candidate,3,C12,6036,function,0.023898828774690628,11,0.0013245631707832217,50,201.6434510479035,12,0.8171869516372681,1,0.05345774764500232,3
SHC017,6425,ieepa_action,candidate,1,C15,6460,bm25|function|same_family_recent|word10|word5,0.3259206712245941,1,0.22077856957912445,1,838.0910926216507,1,0.7682251930236816,1,0.06557377049180328,1
SHC017,6425,ieepa_action,candidate,2,C19,6570,bm25|word10|word5,0.27301672101020813,2,0.17843326926231384,2,773.3319616285747,2,,,0.04838709677419355,9
SHC017,6425,ieepa_action,candidate,3,C17,6657,bm25|word10|word5,0.13180814683437347,3,0.07027018070220947,3,597.3397688451417,3,,,0.047619047619047616,10
SHC018,5143,ieepa_action,candidate,1,C14,5146,bm25|function|same_family_recent|word10|word5,0.6263830661773682,1,0.5292065739631653,1,507.5375890694446,1,0.7281962633132935,2,0.06530936012691697,1
SHC018,5143,ieepa_action,candidate,2,C19,5171,bm25|function|word10|word5,0.3662900924682617,2,0.302835613489151,2,300.2440187638947,4,0.7596327066421509,1,0.06427650713907986,2
SHC018,5143,ieepa_action,candidate,3,C06,5152,bm25|word10|word5,0.2602936327457428,4,0.17372842133045197,3,316.19535915454753,3,0.6910622715950012,8,0.062076914098972924,3
SHC019,6036,ieepa_action,candidate,1,C03,6044,bm25|function|word10|word5,0.3860257565975189,1,0.31390702724456787,1,306.2990907990862,1,0.6612752676010132,1,0.06557377049180328,1
SHC019,6036,ieepa_action,candidate,2,C21,11062,function,0.003307570703327656,259,0.0,5793,97.63747695057822,100,0.615001916885376,5,0.024940264177105587,61
SHC019,6036,ieepa_action,candidate,3,C10,1496,function,0.003307570703327656,257,0.0,153,117.95066197682468,34,0.6264846920967102,3,0.034360723558599586,33
SHC020,6037,ieepa_action,candidate,1,C19,6162,bm25|function|word10|word5,0.11459951102733612,1,0.06757500767707825,1,582.1668858883404,1,0.7573952674865723,3,0.06505334374186833,1
SHC020,6037,ieepa_action,candidate,2,C16,6336,function|word10|word5,0.08602113276720047,3,0.053629808127880096,3,515.716134731157,6,0.7677662372589111,2,0.06302657915561141,4
SHC020,6037,ieepa_action,candidate,3,C01,6425,bm25|function|word10|word5,0.07530754804611206,5,0.04486624151468277,5,528.6214422649,3,0.7734335660934448,1,0.06303568926519747,3
SHC021,4928,property_blocking,candidate,1,C21,4946,bm25|function|word10|word5,0.05305773764848709,2,0.029064718633890152,1,209.47596389157385,4,0.6525699496269226,1,0.06454091750396615,1
SHC021,4928,property_blocking,candidate,2,C09,4977,rrf_fill,0.023605743423104286,40,0.00872686505317688,30,187.97418051268366,19,0.638848602771759,6,0.04892085411072753,6
SHC021,4928,property_blocking,candidate,3,C01,4998,rrf_fill,0.035209041088819504,9,0.014925174415111542,9,149.784643522028,171,0.6251116394996643,14,0.04682802508889466,7
SHC022,829,property_blocking,candidate,1,C05,845,bm25|function|word10|word5,0.38723424077033997,1,0.3267732858657837,1,640.5882695524759,1,0.7217180728912354,1,0.06557377049180328,1
SHC022,829,property_blocking,candidate,2,C04,866,bm25|function|word10|word5,0.25047969818115234,2,0.18717238306999207,2,485.6399328947415,4,0.6847695112228394,5,0.06326767990074442,2
SHC022,829,property_blocking,candidate,3,C03,838,same_family_recent|word10|word5,0.19970305263996124,5,0.14429815113544464,5,479.21653563638154,8,0.6716613173484802,12,0.05936400201106083,4
SHC023,348,property_blocking,candidate,1,C09,351,bm25|same_family_recent|word10|word5,0.8017752766609192,1,0.6679246425628662,2,504.1474265988713,1,0.7524461150169373,6,0.06406743265548132,1
SHC023,348,property_blocking,candidate,2,C24,353,bm25|function|same_family_recent|word10|word5,0.7658900022506714,2,0.7014877200126648,1,488.7648808010832,2,0.7635537981987,5,0.06403612252369524,2
SHC023,348,property_blocking,candidate,3,C04,354,bm25|function|word10|word5,0.684089720249176,3,0.5648816227912903,3,366.61496274638824,4,0.7759535312652588,1,0.06376447436898257,3
SHC024,650,property_blocking,candidate,1,C23,25,bm25|function,0.006380682811141014,33,0.0,245,373.98849014558766,3,0.5868111848831177,3,0.04577740844266492,3
SHC024,650,property_blocking,candidate,2,C19,727,word10,0.008482365868985653,19,0.0037880470044910908,5,249.92269070759704,261,0.5310783982276917,37,0.0414673863807399,10
SHC024,650,property_blocking,candidate,3,C12,651,bm25|function|word5,0.014118744060397148,1,0.000553587160538882,135,351.84355551955247,5,0.5994898676872253,1,0.05329970575872216,2
SHC025,1019,property_blocking,candidate,1,C14,1023,bm25|function|same_family_recent|word10|word5,0.577558696269989,1,0.49322089552879333,1,708.9360754110803,1,0.7630833387374878,1,0.06557377049180328,1
SHC025,1019,property_blocking,candidate,2,C11,1037,function|word10|word5,0.3282586634159088,5,0.24755287170410156,5,504.0007008580361,6,0.7134485244750977,4,0.06154574592074592,5
SHC025,1019,property_blocking,candidate,3,C15,1020,bm25|function|same_family_recent|word10|word5,0.38728100061416626,3,0.32726597785949707,2,580.0999717298232,3,0.7260540723800659,2,0.06400409626216078,2
SHC026,5889,property_blocking,candidate,1,C13,5959,bm25|function|word10|word5,0.3807341456413269,1,0.26909780502319336,1,539.997650631584,1,0.7062752842903137,1,0.06557377049180328,1
SHC026,5889,property_blocking,candidate,2,C03,1350,word10|word5,0.06462825834751129,2,0.028526755049824715,3,248.13493942095755,6,0.5298325419425964,223,0.05068713218718918,6
SHC026,5889,property_blocking,candidate,3,C11,1554,bm25|word10|word5,0.060746267437934875,3,0.02698052115738392,4,294.64110991767467,2,0.5441105365753174,131,0.052862650225321224,4
SHC027,1547,property_blocking,candidate,1,C21,1566,bm25|function|word10|word5,0.5672906041145325,1,0.4863434433937073,1,369.72168990942373,1,0.76285320520401,1,0.06557377049180328,1
SHC027,1547,property_blocking,candidate,2,C11,1554,bm25|word10|word5,0.4340628683567047,4,0.3285401463508606,4,310.3643637599426,3,0.6835553646087646,6,0.062274531024531024,4
SHC027,1547,property_blocking,candidate,3,C03,1573,bm25|function|word10|word5,0.4557960033416748,3,0.3292900025844574,3,322.10242447927783,2,0.6974301338195801,3,0.06374807987711213,2
SHC028,6742,property_blocking,candidate,1,C18,2124,rrf_fill,0.0020238382276147604,11,0.0,200,202.3089693566332,33,0.5611230731010437,156,0.03331297869008001,3
SHC028,6742,property_blocking,candidate,2,C11,2142,rrf_fill,0.002422101330012083,8,0.0,218,210.8914018286033,17,0.4719485640525818,733,0.03255105169003173,5
SHC028,6742,property_blocking,candidate,3,C17,2208,same_family_recent,0.00032148108584806323,443,0.0,283,169.6581279729566,214,0.5022619962692261,488,0.010377976020364797,276
SHC029,380,property_blocking,candidate,1,C24,395,bm25|word10|word5,0.6066524386405945,1,0.49747273325920105,1,442.4877287644452,4,0.7208044528961182,48,0.0576711445051609,3
SHC029,380,property_blocking,candidate,2,C04,470,word10|word5,0.5728772878646851,2,0.47137966752052307,2,410.15608827090267,32,0.737223207950592,26,0.05475553671026452,7
SHC029,380,property_blocking,candidate,3,C10,381,same_family_recent|word10|word5,0.5545200109481812,5,0.4167915880680084,5,432.7729870170045,11,0.7414591312408447,23,0.05690193058256863,4
SHC030,592,property_blocking,candidate,1,C23,611,bm25|word10|word5,0.6659616231918335,1,0.5815936326980591,1,518.1707046979316,1,0.6854622960090637,34,0.059818625741192885,2
SHC030,592,property_blocking,candidate,2,C05,727,word10|word5,0.4427981376647949,2,0.3063800632953644,2,370.91330946857744,6,0.6159284710884094,88,0.05416633642440094,6
SHC030,592,property_blocking,candidate,3,C18,609,word10,0.41072383522987366,13,0.2976871430873871,3,349.05641040546317,21,0.6749833226203918,39,0.052018335123357955,12
SHC031,4657,property_blocking,candidate,1,C25,5014,bm25|word5,0.23633110523223877,3,0.14089933037757874,6,297.68132500862794,1,0.5490209460258484,217,0.05102808195073094,9
SHC031,4657,property_blocking,candidate,2,C13,734,bm25|word10|word5,0.3533056974411011,1,0.26861152052879333,1,276.0448210742159,2,0.6261914372444153,13,0.06261454764095245,2
SHC031,4657,property_blocking,candidate,3,C12,697,word10|word5,0.23586849868297577,4,0.17859899997711182,2,197.13697006518433,11,0.5835132002830505,99,0.052127847476418666,5
SHC032,4680,property_blocking,candidate,1,C21,4688,bm25|same_family_recent|word10|word5,0.27338752150535583,1,0.16366885602474213,1,192.96292990088284,1,0.6993504166603088,33,0.05993301604089547,1
SHC032,4680,property_blocking,candidate,2,C11,4693,bm25,0.11214788258075714,21,0.05241945758461952,13,137.75434164409532,4,0.7410228848457336,18,0.054489821969844796,8
SHC032,4680,property_blocking,candidate,3,C07,5060,word10|word5,0.15118393301963806,5,0.06799570471048355,4,114.05373644399035,21,0.711272656917572,27,0.05484954727052428,7
SHC033,351,property_blocking,candidate,1,C03,353,bm25|function|same_family_recent|word10|word5,0.5421167612075806,1,0.43330681324005127,1,505.1547965676056,1,0.724216639995575,1,0.06557377049180328,1
SHC033,351,property_blocking,candidate,2,C14,354,bm25|function|same_family_recent|word10|word5,0.47729480266571045,2,0.33982643485069275,2,381.2469336178172,4,0.692136287689209,2,0.06401209677419355,2
SHC033,351,property_blocking,candidate,3,C05,734,bm25|word10|word5,0.3825699985027313,5,0.23692677915096283,5,381.74056532896026,3,0.6758968830108643,11,0.060726753684500166,3
SHC034,981,property_blocking,candidate,1,C09,1200,rrf_fill,0.346210241317749,14,0.22081047296524048,14,475.6216656204279,8,0.7048546671867371,15,0.05506624271330154,14
SHC034,981,property_blocking,candidate,2,C25,1006,bm25|same_family_recent|word5,0.5034253597259521,5,0.34128305315971375,8,497.17189653958013,3,0.7315667271614075,8,0.06066939596351361,6
SHC034,981,property_blocking,candidate,3,C05,1019,word10|word5,0.5204182863235474,3,0.37103748321533203,4,483.12359186553084,7,0.7303109169006348,9,0.06091614263053263,5
SHC035,584,property_blocking,candidate,1,C04,611,bm25|word10|word5,0.6430778503417969,2,0.5765352845191956,2,410.2477515637339,2,0.7025177478790283,9,0.06287985039738195,2
SHC035,584,property_blocking,candidate,2,C06,592,bm25|function|same_family_recent|word10|word5,0.6762922406196594,1,0.6283354759216309,1,420.1489179085053,1,0.7591042518615723,1,0.06557377049180328,1
SHC035,584,property_blocking,candidate,3,C16,727,word10|word5,0.42808693647384644,3,0.310474157333374,3,288.11189173646864,10,0.5889442563056946,128,0.05135089496791624,9
SHC036,1206,property_blocking,candidate,1,C21,1224,bm25|function|same_family_recent|word10|word5,0.33760660886764526,1,0.24998492002487183,1,487.60327563653414,1,0.7972961664199829,1,0.06557377049180328,1
SHC036,1206,property_blocking,candidate,2,C10,1321,bm25|function|word10|word5,0.21720881760120392,2,0.16032594442367554,2,328.54999461884364,4,0.7534471750259399,3,0.0637560803891449,2
SHC036,1206,property_blocking,candidate,3,C14,1290,rrf_fill,0.15438617765903473,13,0.09549053758382797,15,286.717111832556,16,0.6682099103927612,24,0.052094620111923645,15
SHC037,4715,property_blocking,candidate,1,C10,4739,rrf_fill,0.05295238271355629,12,0.017634106799960136,28,128.73017543979466,38,0.6572292447090149,10,0.0497423211708926,10
SHC037,4715,property_blocking,candidate,2,C01,4756,bm25|word10|word5,0.0825304314494133,1,0.06242194026708603,1,166.74757321054466,3,0.6460195183753967,15,0.06199323445225085,1
SHC037,4715,property_blocking,candidate,3,C17,5004,bm25|function,0.05307508632540703,11,0.021523350849747658,14,149.5542661706636,5,0.6834008693695068,1,0.05937607856333324,2
SHC038,5323,property_blocking,candidate,1,C06,1071,rrf_fill,0.042266614735126495,7,0.018744463101029396,7,146.45339410241024,20,0.518756628036499,325,0.044948148866059315,16
SHC038,5323,property_blocking,candidate,2,C14,5460,bm25|function|word10|word5,0.08355657011270523,2,0.04204009473323822,2,192.4271674894651,2,0.6881611943244934,1,0.06478053939714437,1
SHC038,5323,property_blocking,candidate,3,C18,1037,same_family_recent,0.03782070428133011,9,0.005008079577237368,23,159.63493886509684,8,0.5622099041938782,70,0.048939136439521615,11
SHC039,5448,property_blocking,candidate,1,C06,5457,bm25|word10|word5,0.10155220329761505,1,0.0781129002571106,1,414.0855752772301,1,,,0.04918032786885246,4
SHC039,5448,property_blocking,candidate,2,C03,5554,function,0.01950949616730213,7,0.0022385474294424057,10,103.840084549999,117,0.7178854942321777,2,0.05098983719223145,3
SHC039,5448,property_blocking,candidate,3,C01,6041,bm25,0.01324056088924408,21,0.0,3894,207.83418303119709,4,0.6215229034423828,23,0.04027178023057215,16
SHC040,10318,property_blocking,candidate,1,C10,10349,function,0.014077580533921719,341,0.0,5605,63.427210444758614,406,0.6718771457672119,4,0.020441210839435623,80
SHC040,10318,property_blocking,candidate,2,C25,10391,function,0.014077580533921719,342,0.0,5639,64.07871115051934,380,0.7221563458442688,1,0.021329201465325905,65
SHC040,10318,property_blocking,candidate,3,C08,10569,word10|word5,0.057037487626075745,3,0.031409211456775665,3,82.13500876451113,101,0.5446871519088745,598,0.03947696870916112,6
SHC041,10008,emergency_action,candidate,1,C18,10058,bm25|function|word10|word5,0.6200183629989624,1,0.5556960701942444,1,290.362207283934,1,0.7524290680885315,1,0.06557377049180328,1
SHC041,10008,emergency_action,candidate,2,C02,10051,bm25|word10|word5,0.2972567677497864,5,0.1800011545419693,4,250.13199011277035,2,0.6657807230949402,9,0.06163140126586831,4
SHC041,10008,emergency_action,candidate,3,C16,10050,function|word10|word5,0.4487287998199463,2,0.3393157422542572,2,240.22986635209418,9,0.7201916575431824,2,0.06287985039738195,2
SHC042,5616,emergency_action,candidate,1,C12,5727,bm25|function|word10|word5,0.8592778444290161,1,0.8332764506340027,1,348.74805321033733,1,0.816521167755127,1,0.06557377049180328,1
SHC042,5616,emergency_action,candidate,2,C25,5911,function|word10|word5,0.4151475131511688,2,0.3532375395298004,2,178.14764548381086,26,0.8028655052185059,2,0.06001500375093773,2
SHC042,5616,emergency_action,candidate,3,C06,5975,word10|word5,0.3955979645252228,4,0.33606383204460144,4,203.5753407069622,10,0.3845679759979248,4968,0.04573460052278668,9
SHC043,5659,emergency_action,candidate,1,C07,5769,bm25|function|word10|word5,0.8869908452033997,1,0.8123083710670471,1,421.09195085288985,1,0.8472362756729126,1,0.06557377049180328,1
SHC043,5659,emergency_action,candidate,2,C04,5851,bm25|function|word10|word5,0.8430269360542297,2,0.7244867086410522,2,415.5331603264855,2,0.8405141830444336,3,0.06426011264720942,2
SHC043,5659,emergency_action,candidate,3,C10,5943,bm25|function|word10|word5,0.6571040153503418,4,0.5054103136062622,4,369.1441076605257,3,0.8415793180465698,2,0.06325204813108039,3
SHC044,4939,emergency_action,candidate,1,C01,4966,bm25|word10|word5,0.509516716003418,1,0.4525590240955353,1,231.55396548895945,1,0.7450717687606812,7,0.06410570100318082,1
SHC044,4939,emergency_action,candidate,2,C17,4970,bm25|word10|word5,0.509516716003418,2,0.4525590240955353,2,227.41982118945438,3,0.7080961465835571,18,0.06095159320965772,4
SHC044,4939,emergency_action,candidate,3,C10,5005,bm25|word10|word5,0.509516716003418,4,0.4525590240955353,4,227.02742308088506,4,0.7283311486244202,12,0.06076388888888889,5
SHC045,11373,emergency_action,candidate,1,C10,11381,bm25|function|same_family_recent|word10|word5,0.5708653926849365,1,0.4742581248283386,1,425.806278804251,1,0.7504734992980957,2,0.06530936012691697,1
SHC045,11373,emergency_action,candidate,2,C15,11385,bm25|function|word10|word5,0.37213772535324097,2,0.24797531962394714,2,377.5138590149864,2,0.7624173164367676,1,0.06478053939714437,2
SHC045,11373,emergency_action,candidate,3,C09,11434,rrf_fill,0.010449766181409359,16,0.00266381842084229,12,75.74012817315223,102,0.44575610756874084,805,0.03437569249606568,12
SHC046,6509,emergency_action,candidate,1,C01,6566,bm25|function|same_family_recent|word10|word5,0.7880948781967163,1,0.6779497265815735,1,362.83611502803296,1,0.8670412302017212,2,0.06530936012691697,1
SHC046,6509,emergency_action,candidate,2,C03,6655,bm25|function|word10|word5,0.734368622303009,2,0.6664753556251526,2,357.535851578588,2,0.8830044269561768,1,0.06478053939714437,2
SHC046,6509,emergency_action,candidate,3,C05,6572,bm25|word10|word5,0.330477237701416,4,0.2431507408618927,4,219.04420089530345,4,0.5066694617271423,23,0.058923192771084335,3
SHC047,6741,emergency_action,candidate,1,C07,6767,bm25,0.007265210617333651,10,0.0,2534,84.20987083023384,3,0.5120594501495361,262,0.03364982523240711,4
SHC047,6741,emergency_action,candidate,2,C10,6814,rrf_fill,0.007265210617333651,13,0.0,2570,77.11626327803461,11,0.4784880578517914,627,0.029618969391813365,7
SHC047,6741,emergency_action,candidate,3,C11,6971,bm25,0.006810828112065792,20,0.0,2697,82.21019690855782,4,0.5233153104782104,180,0.03265437976060936,5
SHC048,9936,emergency_action,candidate,1,C16,9975,bm25|word10|word5,0.1820930391550064,1,0.12144625186920166,1,165.06300333183302,1,0.48336830735206604,897,0.0502252599482673,1
SHC048,9936,emergency_action,candidate,2,C11,1302,bm25,0.034613773226737976,21,0.0,412,98.75686199814679,2,0.5800233483314514,10,0.04487906962392109,4
SHC048,9936,emergency_action,candidate,3,C10,10721,rrf_fill,0.021473059430718422,144,0.006202567368745804,93,68.85782106024965,56,0.5722296237945557,16,0.03321649288874654,11
SHC049,5163,emergency_action,candidate,1,C21,5231,bm25|function|word10|word5,0.8836751580238342,1,0.7883684635162354,1,337.14955601164314,1,0.8642523884773254,2,0.06530936012691697,1
SHC049,5163,emergency_action,candidate,2,C17,5289,bm25|function|word10|word5,0.5877014398574829,4,0.4705944359302521,3,273.7235954700734,2,0.8245433568954468,4,0.06325204813108039,3
SHC049,5163,emergency_action,candidate,3,C10,5362,bm25|function|word10|word5,0.6140678524971008,2,0.4921710789203644,2,266.8032676713322,3,0.8729740381240845,1,0.06452452301209573,2
SHC050,5536,emergency_action,candidate,1,C20,5716,bm25|function|word10|word5,0.6066614985466003,1,0.4601517915725708,1,314.32289807468726,1,0.8247374296188354,1,0.06557377049180328,1
SHC050,5536,emergency_action,candidate,2,C13,5876,bm25|function|word10|word5,0.4279519319534302,3,0.3234619200229645,3,252.0487512396864,5,0.7059942483901978,2,0.06325967938871165,2
SHC050,5536,emergency_action,candidate,3,C06,5578,word10,0.3706822395324707,19,0.2770955264568329,5,229.61693006034454,19,0.6649014949798584,15,0.05403440441415125,12
SHC051,4881,emergency_action,candidate,1,C09,4929,bm25|function|word10|word5,0.7741724252700806,2,0.6903695464134216,2,373.3169060131426,2,0.800428569316864,2,0.06451612903225806,2
SHC051,4881,emergency_action,candidate,2,C15,4973,bm25|function|word10|word5,0.7869157791137695,1,0.70467609167099,1,373.4187090919727,1,0.8478128910064697,1,0.06557377049180328,1
SHC051,4881,emergency_action,candidate,3,C06,4911,rrf_fill,0.39843255281448364,9,0.3332017660140991,9,207.60463060066684,7,0.679559588432312,40,0.05391088038070517,11
SHC052,6337,emergency_action,candidate,1,C04,6466,bm25|function|word10|word5,0.7870171070098877,1,0.6491356492042542,1,377.26880395415253,1,0.8376976847648621,3,0.06505334374186833,1
SHC052,6337,emergency_action,candidate,2,C14,6572,bm25|function|word10|word5,0.6926708221435547,2,0.5509660840034485,2,354.922953879981,2,0.8454104065895081,2,0.06451612903225806,2
SHC052,6337,emergency_action,candidate,3,C03,6741,bm25|function|word10|word5,0.6176983118057251,3,0.4350699782371521,3,346.4214361898022,3,0.8670166730880737,1,0.06401249024199844,3
