document_id,document_type,identifier,title,date,url
25,memorandum,,homeland security presidential directive 2 combating terrorism through immigration,"October 29, 2001",https://www.presidency.ucsb.edu/documents/homeland-security-presidential-directive-2-combating-terrorism-through-immigration
26,memorandum,,homeland security presidential directive 1 organization and operation the homeland,"October 29, 2001",https://www.presidency.ucsb.edu/documents/homeland-security-presidential-directive-1-organization-and-operation-the-homeland
27,memorandum,,approved the president for the guidance the united states information agency,"October 28, 1953",https://www.presidency.ucsb.edu/documents/directive-approved-the-president-for-the-guidance-the-united-states-information-agency
29,memorandum,,the need for maintaining the confidential status employee loyalty records,"March 15, 1948",https://www.presidency.ucsb.edu/documents/directive-the-need-for-maintaining-the-confidential-status-employee-loyalty-records
37,executive_order,14385,protecting the national security and welfare the united states and,"February 06, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14385-protecting-the-national-security-and-welfare-the-united-states-and
38,executive_order,14381,celebrating american greatness with american motor racing,"January 30, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14381-celebrating-american-greatness-with-american-motor-racing
39,executive_order,14379,addressing addiction through the great american recovery initiative,"January 29, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14379-addressing-addiction-through-the-great-american-recovery-initiative
40,executive_order,14380,addressing threats the united states the government cuba,"January 29, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14380-addressing-threats-the-united-states-the-government-cuba
43,executive_order,14376,stopping wall street from competing with main street homebuyers,"January 20, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14376-stopping-wall-street-from-competing-with-main-street-homebuyers
46,executive_order,14373,safeguarding venezuelan oil revenue for the good the american and,"January 09, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14373-safeguarding-venezuelan-oil-revenue-for-the-good-the-american-and
47,executive_order,14372,prioritizing the warfighter defense contracting,"January 07, 2026",https://www.presidency.ucsb.edu/documents/executive-order-14372-prioritizing-the-warfighter-defense-contracting
50,executive_order,14370,increasing medical marijuana and cannabidiol research,"December 18, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14370-increasing-medical-marijuana-and-cannabidiol-research
52,executive_order,14367,designating fentanyl weapon mass destruction,"December 15, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14367-designating-fentanyl-weapon-mass-destruction
53,executive_order,14366,protecting american investors from foreign owned and politically,"December 11, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14366-protecting-american-investors-from-foreign-owned-and-politically
55,executive_order,14364,addressing security risks from price fixing and anti competitive,"December 06, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14364-addressing-security-risks-from-price-fixing-and-anti-competitive
57,executive_order,14363,launching the genesis mission,"November 24, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14363-launching-the-genesis-mission
66,executive_order,14353,assuring the security the state qatar,"September 29, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14353-assuring-the-security-the-state-qatar
68,executive_order,14351,the gold card,"September 19, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14351-the-gold-card
69,executive_order,14349,establishing emergency board investigate disputes between the long,"September 16, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14349-establishing-emergency-board-investigate-disputes-between-the-long
73,executive_order,14347,restoring the united states department war,"September 05, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14347-restoring-the-united-states-department-war
75,executive_order,14344,making federal architecture beautiful again,"August 28, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14344-making-federal-architecture-beautiful-again
77,executive_order,14341,prosecuting burning the american flag,"August 25, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14341-prosecuting-burning-the-american-flag
80,executive_order,14342,taking steps end cashless bail protect americans,"August 25, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14342-taking-steps-end-cashless-bail-protect-americans
81,executive_order,14338,improving our nation through better design,"August 21, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14338-improving-our-nation-through-better-design
82,executive_order,14335,enabling competition the commercial space industry,"August 13, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14335-enabling-competition-the-commercial-space-industry
85,executive_order,14333,declaring crime emergency the district columbia,"August 11, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14333-declaring-crime-emergency-the-district-columbia
87,executive_order,14332,improving oversight federal grantmaking,"August 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14332-improving-oversight-federal-grantmaking
88,executive_order,14330,democratizing access alternative assets for 401k investors,"August 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14330-democratizing-access-alternative-assets-for-401k-investors
89,executive_order,14331,guaranteeing fair banking for all americans,"August 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14331-guaranteeing-fair-banking-for-all-americans
91,executive_order,14328,establishing the white house task force the 2028 summer olympics,"August 05, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14328-establishing-the-white-house-task-force-the-2028-summer-olympics
97,executive_order,14322,saving college sports,"July 24, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14322-saving-college-sports
98,executive_order,14321,ending crime and disorder americas streets,"July 24, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14321-ending-crime-and-disorder-americas-streets
99,executive_order,14320,promoting the export the american ai technology stack,"July 23, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14320-promoting-the-export-the-american-ai-technology-stack
102,executive_order,14317,creating schedule g the excepted service,"July 17, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14317-creating-schedule-g-the-excepted-service
103,executive_order,14315,ending market distorting subsidies for unreliable foreign controlled,"July 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14315-ending-market-distorting-subsidies-for-unreliable-foreign-controlled
105,executive_order,14313,establishing the presidents make america beautiful again commission,"July 03, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14313-establishing-the-presidents-make-america-beautiful-again-commission
106,executive_order,14314,making america beautiful again improving our national parks,"July 03, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14314-making-america-beautiful-again-improving-our-national-parks
108,executive_order,14311,establishing white house office for special peace missions,"June 30, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14311-establishing-white-house-office-for-special-peace-missions
112,executive_order,14305,restoring american airspace sovereignty,"June 06, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14305-restoring-american-airspace-sovereignty
113,executive_order,14307,unleashing american drone dominance,"June 06, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14307-unleashing-american-drone-dominance
115,executive_order,14304,leading the world supersonic flight,"June 06, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14304-leading-the-world-supersonic-flight
120,executive_order,14299,deploying advanced nuclear reactor technologies for national,"May 23, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14299-deploying-advanced-nuclear-reactor-technologies-for-national
123,executive_order,14295,increasing efficiency the office the federal register,"May 09, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14295-increasing-efficiency-the-office-the-federal-register
124,executive_order,14296,keeping promises veterans and establishing national center for,"May 09, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14296-keeping-promises-veterans-and-establishing-national-center-for
126,executive_order,14292,improving the safety and security biological research,"May 05, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14292-improving-the-safety-and-security-biological-research
129,executive_order,14290,ending taxpayer subsidization biased media,"May 01, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14290-ending-taxpayer-subsidization-biased-media
132,executive_order,14287,protecting american communities from criminal aliens,"April 28, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14287-protecting-american-communities-from-criminal-aliens
135,executive_order,14285,unleashing americas offshore critical minerals and resources,"April 24, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14285-unleashing-americas-offshore-critical-minerals-and-resources
136,executive_order,14278,preparing americans for high paying skilled trade jobs the future,"April 23, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14278-preparing-americans-for-high-paying-skilled-trade-jobs-the-future
138,executive_order,14279,reforming accreditation strengthen higher education,"April 23, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14279-reforming-accreditation-strengthen-higher-education
139,executive_order,14282,transparency regarding foreign influence american universities,"April 23, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14282-transparency-regarding-foreign-influence-american-universities
141,executive_order,14277,advancing artificial intelligence education for american youth,"April 23, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14277-advancing-artificial-intelligence-education-for-american-youth
142,executive_order,14280,reinstating common sense school discipline policies,"April 23, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14280-reinstating-common-sense-school-discipline-policies
144,executive_order,14271,ensuring commercial cost effective solutions federal contracts,"April 15, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14271-ensuring-commercial-cost-effective-solutions-federal-contracts
147,executive_order,14273,lowering drug prices once again putting americans first,"April 15, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14273-lowering-drug-prices-once-again-putting-americans-first
148,executive_order,14272,ensuring national security and economic resilience through section,"April 15, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14272-ensuring-national-security-and-economic-resilience-through-section
151,executive_order,14268,reforming foreign defense sales improve speed and accountability,"April 09, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14268-reforming-foreign-defense-sales-improve-speed-and-accountability
153,executive_order,14264,maintaining acceptable water pressure showerheads,"April 09, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14264-maintaining-acceptable-water-pressure-showerheads
158,executive_order,14260,protecting american energy from state overreach,"April 08, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14260-protecting-american-energy-from-state-overreach
164,executive_order,14255,establishing the united states investment accelerator,"March 31, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14255-establishing-the-united-states-investment-accelerator
165,executive_order,14254,combating unfair practices the live entertainment market,"March 31, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14254-combating-unfair-practices-the-live-entertainment-market
167,executive_order,14253,restoring truth and sanity american history,"March 27, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14253-restoring-truth-and-sanity-american-history
170,executive_order,14247,modernizing payments and from americas bank account,"March 25, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14247-modernizing-payments-and-from-americas-bank-account
171,executive_order,14249,protecting americas bank account against fraud waste and abuse,"March 25, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14249-protecting-americas-bank-account-against-fraud-waste-and-abuse
176,executive_order,14240,eliminating waste and saving taxpayer dollars consolidating,"March 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14240-eliminating-waste-and-saving-taxpayer-dollars-consolidating
177,executive_order,14242,improving education outcomes empowering parents states and,"March 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14242-improving-education-outcomes-empowering-parents-states-and
183,executive_order,14238,continuing the reduction the federal bureaucracy,"March 14, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14238-continuing-the-reduction-the-federal-bureaucracy
184,executive_order,14235,restoring public service loan forgiveness,"March 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14235-restoring-public-service-loan-forgiveness
185,executive_order,14234,establishing the white house task force the fifa world cup 2026,"March 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14234-establishing-the-white-house-task-force-the-fifa-world-cup-2026
190,executive_order,14229,honoring jocelyn nungaray,"March 04, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14229-honoring-jocelyn-nungaray
194,executive_order,14223,addressing the threat national security from imports timber lumber,"March 01, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14223-addressing-the-threat-national-security-from-imports-timber-lumber
195,executive_order,14225,immediate expansion american timber production,"March 01, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14225-immediate-expansion-american-timber-production
198,executive_order,14220,addressing the threat national security from imports copper,"February 25, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14220-addressing-the-threat-national-security-from-imports-copper
200,executive_order,14218,ending taxpayer subsidization open borders,"February 19, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14218-ending-taxpayer-subsidization-open-borders
204,executive_order,14216,expanding access vitro fertilization,"February 18, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14216-expanding-access-vitro-fertilization
205,executive_order,14213,establishing the national energy dominance council,"February 14, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14213-establishing-the-national-energy-dominance-council
206,executive_order,14214,keeping education accessible and ending covid 19 vaccine mandates,"February 14, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14214-keeping-education-accessible-and-ending-covid-19-vaccine-mandates
207,executive_order,14212,establishing the presidents make america healthy again commission,"February 13, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14212-establishing-the-presidents-make-america-healthy-again-commission
208,executive_order,14211,one voice for americas foreign relations,"February 12, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14211-one-voice-for-americas-foreign-relations
212,executive_order,14209,pausing foreign corrupt practices act enforcement further american,"February 10, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14209-pausing-foreign-corrupt-practices-act-enforcement-further-american
213,executive_order,14206,protecting second amendment rights,"February 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14206-protecting-second-amendment-rights
215,executive_order,14204,addressing egregious actions the republic south africa,"February 07, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14204-addressing-egregious-actions-the-republic-south-africa
216,executive_order,14203,imposing sanctions the international criminal court,"February 06, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14203-imposing-sanctions-the-international-criminal-court
217,executive_order,14202,eradicating anti christian bias,"February 06, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14202-eradicating-anti-christian-bias
218,executive_order,14200,amendment duties addressing the synthetic opioid supply chain the,"February 05, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14200-amendment-duties-addressing-the-synthetic-opioid-supply-chain-the
220,executive_order,14199,withdrawing the united states from and ending funding certain united,"February 04, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14199-withdrawing-the-united-states-from-and-ending-funding-certain-united
221,executive_order,14196,plan for establishing united states sovereign wealth fund,"February 03, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14196-plan-for-establishing-united-states-sovereign-wealth-fund
222,executive_order,14198,progress the situation our southern border,"February 03, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14198-progress-the-situation-our-southern-border
223,executive_order,14197,progress the situation our northern border,"February 03, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14197-progress-the-situation-our-northern-border
226,executive_order,14194,imposing duties address the situation our southern border,"February 01, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14194-imposing-duties-address-the-situation-our-southern-border
228,executive_order,14191,expanding educational freedom and opportunity for families,"January 29, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14191-expanding-educational-freedom-and-opportunity-for-families
232,executive_order,14187,protecting children from chemical and surgical mutilation,"January 28, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14187-protecting-children-from-chemical-and-surgical-mutilation
233,executive_order,14184,reinstating service members discharged under the militarys covid 19,"January 27, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14184-reinstating-service-members-discharged-under-the-militarys-covid-19
238,executive_order,14180,council assess the federal emergency management agency,"January 24, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14180-council-assess-the-federal-emergency-management-agency
239,executive_order,14181,emergency measures provide water resources california and improve,"January 24, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14181-emergency-measures-provide-water-resources-california-and-improve
244,executive_order,14175,designation ansar allah foreign terrorist organization,"January 22, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14175-designation-ansar-allah-foreign-terrorist-organization
247,executive_order,14172,restoring names that honor american greatness,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14172-restoring-names-that-honor-american-greatness
248,executive_order,14156,declaring national energy emergency,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14156-declaring-national-energy-emergency
249,executive_order,14160,protecting the meaning and value american citizenship,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14160-protecting-the-meaning-and-value-american-citizenship
250,executive_order,14169,reevaluating and realigning united states foreign aid,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14169-reevaluating-and-realigning-united-states-foreign-aid
256,executive_order,14158,establishing and implementing the presidents department government,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14158-establishing-and-implementing-the-presidents-department-government
258,executive_order,14150,america first policy directive the secretary state,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14150-america-first-policy-directive-the-secretary-state
259,executive_order,14149,restoring freedom speech and ending federal censorship,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14149-restoring-freedom-speech-and-ending-federal-censorship
260,executive_order,14161,protecting the united states from foreign terrorists and other,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14161-protecting-the-united-states-from-foreign-terrorists-and-other
261,executive_order,14147,ending the weaponization the federal government,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14147-ending-the-weaponization-the-federal-government
262,executive_order,14153,unleashing alaskas extraordinary resource potential,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14153-unleashing-alaskas-extraordinary-resource-potential
263,executive_order,14162,putting america first international environmental agreements,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14162-putting-america-first-international-environmental-agreements
267,executive_order,14152,holding former government officials accountable for election,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14152-holding-former-government-officials-accountable-for-election
269,executive_order,14167,clarifying the militarys role protecting the territorial integrity,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14167-clarifying-the-militarys-role-protecting-the-territorial-integrity
270,executive_order,14165,securing our borders,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14165-securing-our-borders
272,executive_order,14164,restoring the death penalty and protecting public safety,"January 20, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14164-restoring-the-death-penalty-and-protecting-public-safety
273,executive_order,14145,helping left behind communities make comeback,"January 19, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14145-helping-left-behind-communities-make-comeback
275,executive_order,14143,providing for the appointment alumni americorps the competitive,"January 16, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14143-providing-for-the-appointment-alumni-americorps-the-competitive
282,executive_order,14139,providing order succession within the office the national cyber,"January 03, 2025",https://www.presidency.ucsb.edu/documents/executive-order-14139-providing-order-succession-within-the-office-the-national-cyber
292,executive_order,14127,combating emerging firearms threats and improving school based,"September 26, 2024",https://www.presidency.ucsb.edu/documents/executive-order-14127-combating-emerging-firearms-threats-and-improving-school-based
294,executive_order,14125,establishing emergency board investigate dispute between new jersey,"July 24, 2024",https://www.presidency.ucsb.edu/documents/executive-order-14125-establishing-emergency-board-investigate-dispute-between-new-jersey
304,executive_order,14115,imposing certain sanctions persons undermining peace security and,"February 01, 2024",https://www.presidency.ucsb.edu/documents/executive-order-14115-imposing-certain-sanctions-persons-undermining-peace-security-and
311,executive_order,14108,ensuring the people east palestine are protected now and the future,"September 20, 2023",https://www.presidency.ucsb.edu/documents/executive-order-14108-ensuring-the-people-east-palestine-are-protected-now-and-the-future
312,executive_order,14107,exemption paul h maurer from mandatory separation,"September 06, 2023",https://www.presidency.ucsb.edu/documents/executive-order-14107-exemption-paul-h-maurer-from-mandatory-separation
313,executive_order,14106,united states coast guard officer personnel management,"August 14, 2023",https://www.presidency.ucsb.edu/documents/executive-order-14106-united-states-coast-guard-officer-personnel-management
314,executive_order,14105,addressing united states investments certain national security,"August 09, 2023",https://www.presidency.ucsb.edu/documents/executive-order-14105-addressing-united-states-investments-certain-national-security
317,executive_order,14102,ordering the selected reserve and certain members the individual,"July 13, 2023",https://www.presidency.ucsb.edu/documents/executive-order-14102-ordering-the-selected-reserve-and-certain-members-the-individual
324,executive_order,14095,increasing access high quality care and supporting caregivers,"April 18, 2023",https://www.presidency.ucsb.edu/documents/executive-order-14095-increasing-access-high-quality-care-and-supporting-caregivers
327,executive_order,14092,reducing gun violence and making our communities safer,"March 14, 2023",https://www.presidency.ucsb.edu/documents/executive-order-14092-reducing-gun-violence-and-making-our-communities-safer
339,executive_order,14080,implementation the chips act 2022,"August 25, 2022",https://www.presidency.ucsb.edu/documents/executive-order-14080-implementation-the-chips-act-2022
342,executive_order,14077,establishing emergency board investigate disputes between certain,"July 15, 2022",https://www.presidency.ucsb.edu/documents/executive-order-14077-establishing-emergency-board-investigate-disputes-between-certain
343,executive_order,14076,protecting access reproductive health care services,"July 08, 2022",https://www.presidency.ucsb.edu/documents/executive-order-14076-protecting-access-reproductive-health-care-services
347,executive_order,14072,strengthening the nations forests communities and local economies,"April 22, 2022",https://www.presidency.ucsb.edu/documents/executive-order-14072-strengthening-the-nations-forests-communities-and-local-economies
352,executive_order,14067,ensuring responsible development digital assets,"March 09, 2022",https://www.presidency.ucsb.edu/documents/executive-order-14067-ensuring-responsible-development-digital-assets
355,executive_order,14064,protecting certain property da afghanistan bank for the benefit the,"February 11, 2022",https://www.presidency.ucsb.edu/documents/executive-order-14064-protecting-certain-property-da-afghanistan-bank-for-the-benefit-the
359,executive_order,14059,imposing sanctions foreign persons involved the global illicit drug,"December 15, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14059-imposing-sanctions-foreign-persons-involved-the-global-illicit-drug
366,executive_order,14053,improving public safety and criminal justice for native americans,"November 15, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14053-improving-public-safety-and-criminal-justice-for-native-americans
377,executive_order,14042,ensuring adequate covid safety protocols for federal contractors,"September 09, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14042-ensuring-adequate-covid-safety-protocols-for-federal-contractors
382,executive_order,14037,strengthening american leadership clean cars and trucks,"August 05, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14037-strengthening-american-leadership-clean-cars-and-trucks
391,executive_order,14028,improving the nations cybersecurity,"May 12, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14028-improving-the-nations-cybersecurity
395,executive_order,14024,blocking property with respect specified harmful foreign activities,"April 15, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14024-blocking-property-with-respect-specified-harmful-foreign-activities
396,executive_order,14023,establishment the presidential commission the supreme court the,"April 09, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14023-establishment-the-presidential-commission-the-supreme-court-the
399,executive_order,14021,guaranteeing educational environment free from discrimination the,"March 08, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14021-guaranteeing-educational-environment-free-from-discrimination-the
412,executive_order,14008,tackling the climate crisis home and abroad,"January 27, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14008-tackling-the-climate-crisis-home-and-abroad
413,executive_order,14006,reforming our incarceration system eliminate the use privately,"January 26, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14006-reforming-our-incarceration-system-eliminate-the-use-privately
414,executive_order,14004,enabling all qualified americans serve their country uniform,"January 25, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14004-enabling-all-qualified-americans-serve-their-country-uniform
417,executive_order,14002,economic relief related the covid 19 pandemic,"January 22, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14002-economic-relief-related-the-covid-19-pandemic
418,executive_order,13995,ensuring equitable pandemic response and recovery,"January 21, 2021",https://www.presidency.ucsb.edu/documents/executive-order-13995-ensuring-equitable-pandemic-response-and-recovery
419,executive_order,14000,supporting the reopening and continuing operation schools and early,"January 21, 2021",https://www.presidency.ucsb.edu/documents/executive-order-14000-supporting-the-reopening-and-continuing-operation-schools-and-early
420,executive_order,13999,protecting worker health and safety,"January 21, 2021",https://www.presidency.ucsb.edu/documents/executive-order-13999-protecting-worker-health-and-safety
421,executive_order,13996,establishing the covid 19 pandemic testing board and ensuring,"January 21, 2021",https://www.presidency.ucsb.edu/documents/executive-order-13996-establishing-the-covid-19-pandemic-testing-board-and-ensuring
422,executive_order,13998,promoting covid 19 safety domestic and international travel,"January 21, 2021",https://www.presidency.ucsb.edu/documents/executive-order-13998-promoting-covid-19-safety-domestic-and-international-travel
423,executive_order,13994,ensuring data driven response covid 19 and future high consequence,"January 21, 2021",https://www.presidency.ucsb.edu/documents/executive-order-13994-ensuring-data-driven-response-covid-19-and-future-high-consequence
424,executive_order,13997,improving and expanding access care and treatments for covid 19,"January 21, 2021",https://www.presidency.ucsb.edu/documents/executive-order-13997-improving-and-expanding-access-care-and-treatments-for-covid-19
